value,power
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707224411969356344-sample.jpg,8.346355315937501
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707228076429265650-sample.jpg,564.5876505374999
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707235216471345246-sample.jpg,561.12646484375
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/sage/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707238818305417237-sample.jpg,529.9760788875
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707242419837144653-sample.jpg,447.1025390625
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707246019410469655-sample.jpg,384.3955078125
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707249616438130534-sample.jpg,333.7812544
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707253222570049968-sample.jpg,316.0546875
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707256818428286206-sample.jpg,295.50964575
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707260418452851108-sample.jpg,81.47827514375
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707310816917418569-sample.jpg,4.4007759178125
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707314418831772513-sample.jpg,208.8808632
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707318016849286945-sample.jpg,491.2285197
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707321616505127659-sample.jpg,667.26953125
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707325218295830752-sample.jpg,602.09228965
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707328818238360592-sample.jpg,471.3134806249999
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707332417505608059-sample.jpg,457.64136185625
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707336018543453992-sample.jpg,405.634765625
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707339618258223902-sample.jpg,319.5048828125
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707343218032970555-sample.jpg,159.815553675
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707346822074443557-sample.jpg,85.11572629999999
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707397218629457939-sample.jpg,9.32440182
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707400820734612395-sample.jpg,670.728515625
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707404418299272355-sample.jpg,429.109866975
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707408019284449498-sample.jpg,528.40283605
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707411619419305352-sample.jpg,520.037109375
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707415219026639930-sample.jpg,505.7749069125
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707418817171206032-sample.jpg,363.0395485
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707422419109676323-sample.jpg,338.578125
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707426021739712071-sample.jpg,311.30419921875
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707429617203790878-sample.jpg,161.99694645000002
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707433216948916281-sample.jpg,110.46588418125
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707483620973904575-sample.jpg,20.992309695
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707487218398465123-sample.jpg,695.03271484375
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707490824972315498-sample.jpg,716.1923828125
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707494418068453810-sample.jpg,572.484375
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707498023475497082-sample.jpg,524.91943359375
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707501617126016841-sample.jpg,390.36499475625
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707505225148799283-sample.jpg,340.1372114875
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707508817933346265-sample.jpg,313.564453125
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707512418580352411-sample.jpg,289.12573455
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707516016246027839-sample.jpg,273.9868185
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707519620702998911-sample.jpg,103.77759155
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707519637881294402-sample.jpg,103.77759155
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707570017706300771-sample.jpg,11.6000785271875
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707573617015175191-sample.jpg,331.02173256249995
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707577219985934651-sample.jpg,703.6259765625
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707580818595861480-sample.jpg,574.9043012999999
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707584416826202907-sample.jpg,539.8273972437499
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707588017995976100-sample.jpg,452.08984375
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707591615937328059-sample.jpg,359.7222877875
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707595217855096258-sample.jpg,326.25
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707598818493174015-sample.jpg,302.871096
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707602416226818430-sample.jpg,313.71313921250004
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707606018758817364-sample.jpg,103.354496
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707656421407332447-sample.jpg,37.55499292
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707660016822160950-sample.jpg,621.26806640625
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707663616321105516-sample.jpg,587.361328125
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707667218022917181-sample.jpg,480.234375
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707670818546211486-sample.jpg,444.125
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707674419724538644-sample.jpg,363.04296875
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707678017754434976-sample.jpg,333.145017225
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707681619377680939-sample.jpg,308.86840593750003
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707685218258848875-sample.jpg,281.972898175
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707688819099066828-sample.jpg,289.7714866
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707692425036428392-sample.jpg,103.05785845
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707742817983465572-sample.jpg,51.00244149
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707746420248365883-sample.jpg,786.50390625
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707750018857775729-sample.jpg,586.44604929375
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707753619065361063-sample.jpg,469.13330078125
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707757219706393844-sample.jpg,428.9677734375
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707760822553867751-sample.jpg,362.200925375
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707764417821941022-sample.jpg,320.60046616875
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707768020108247976-sample.jpg,285.0888716
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707771617371143479-sample.jpg,273.849123275
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707775218263950121-sample.jpg,259.0730024625
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707778818541810124-sample.jpg,148.7860126875
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707829220639203717-sample.jpg,49.15545662625
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707832817791067160-sample.jpg,483.0603067625
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707836417519126775-sample.jpg,574.63720703125
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707840019015346593-sample.jpg,526.877689975
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707843620683808614-sample.jpg,455.6115769125
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707847220386260460-sample.jpg,394.73828125
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707850818221034627-sample.jpg,341.63818359375
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707854418600734923-sample.jpg,314.2180221125
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707858017706109191-sample.jpg,287.63061971875004
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707861619049817501-sample.jpg,273.81726295625
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707865217313554037-sample.jpg,71.064697265625
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707915618162948985-sample.jpg,64.871887044375
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707919218492588574-sample.jpg,840.918984625
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707922817930651686-sample.jpg,613.520512125
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707926417008073246-sample.jpg,476.46704538125
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707930020431222513-sample.jpg,445.8515625
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707933619118768127-sample.jpg,361.43921368125
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707937218702845591-sample.jpg,322.2961471875
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707940816935600415-sample.jpg,289.6085227
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707944416832387219-sample.jpg,268.736814225
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707948019375288792-sample.jpg,254.09302194375
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1707951617210902986-sample.jpg,146.13848779375002
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1708002017070202771-sample.jpg,4.4734268289375
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1708005618002413040-sample.jpg,202.29931640625
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1708009217061380569-sample.jpg,378.9772987687499
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1708012820501071931-sample.jpg,817.8310942500001
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1708016418478033152-sample.jpg,629.60815896875
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1708020024815891037-sample.jpg,520.0576171875
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1708023618593918411-sample.jpg,451.75537109375
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1708027218864224469-sample.jpg,346.20483839375004
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1708030821813384899-sample.jpg,318.42554145
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1708034417804661353-sample.jpg,297.48034451250004
/teamspace/studios/this_studio/storage.sagecontinuum.org/api/v1/data/imagesampler-top-1738/sage-imagesampler-top-0.3.0/000048b02d15bc6d/1708038020931545996-sample.jpg,153.625
